Jaar,LEEFTIJD,GESLACHT,vervoerwijze,vervoerwijzefilter,wegvak/kruispunt,wegbeheerder,wegnummer,HECTOMETER,STRAAT1,STRAAT2,STRAAT3,GEMEENTE,PROVINCIE,type locatie,X_COORD,Y_COORD,Lat,Lon
2009,67,M,Personenauto,1,271463062,,,,Zuiderdijkweg,Medemblikkersluisweg,Wagenpad,Wieringermeer,Noord-Holland,W,135845,532854,52.78263825,5.103299911
2009,28,V,Personenauto,1,272340002,,,"75,4",Vreelandseweg,N201 HMP 52,Vreelandseweg,Wijdemeren,Noord-Holland,W,136196,470343,52.22085079,5.112023072
2009,24,M,Personenauto,1,272438003,,,,Zuiderdracht,Gildenweg,Zuiderdracht,Drechterland,Noord-Holland,W,136527,518764,52.65603836,5.114196555
2009,24,M,Voetganger,3,275314117,,,,Jan van Galenstraat,Kardinaal de Jongweg,Kardinaal de Jongweg,Utrecht,Utrecht,K,137791,457187,52.10265875,5.136030554
2009,58,V,Voetganger,3,277176014,,,,Diessenseweg,Diessenseweg,Groenendaal,Hilvarenbeek,Noord-Brabant,K,138561,388369,51.48412478,5.150535654
2009,23,M,Personenauto,1,277190010,,,"31,6",Rijksweg A58,BREHEES,MOERGESTEL 9,Oisterwijk,Noord-Brabant,W,139001,394974,51.54350695,5.156569312
2009,18,V,Personenauto,1,278253003,,,,Graaf Reinaldweg,Zeek,Irenestraat,Neerijnen,Gelderland,W,139711,426633,51.82809164,5.165414294
2009,19,M,Personenauto,1,278253003,,,,Graaf Reinaldweg,Zeek,Irenestraat,Neerijnen,Gelderland,W,139711,426633,51.82809164,5.165414294
2009,11,M,Voetganger,3,278313120,,,,Archimedeslaan,Biltsestraatweg,Biltsestraatweg,Utrecht,Utrecht,K,139025,456656,52.09792313,5.154066052
2009,92,M,Brommobiel,5,278340016,,,,Heidestraat,Heidestraat,Reestraat,Hilversum,Noord-Holland,K,139023,470291,52.22047255,5.153395924
2009,22,M,Personenauto,1,280275006,,,,Rietveldseweg,PROVINCIALEWG,Daan van Dijkweg,Culemborg,Gelderland,W,140114,438062,51.9308292,5.170766949
2009,16,M,Bromfiets,5,281341034,,,,Kampstraat,Spoorstraat,Leeuwenstraat,Hilversum,Noord-Holland,W,140799,470856,52.22559922,5.179362096
2009,30,M,Personenauto,1,281447010,,,,Drechterlandseweg,Drechterlandseweg,Sluisweg,Drechterland,Noord-Holland,K,140929,523647,52.70005288,5.179044659
2009,56,M,Fiets,2,282339112,,,,Soestdijkerstraatweg,Soestdijkerstraatweg,Stadhouderslaan,Hilversum,Noord-Holland,K,141292,469879,52.21683063,5.186616982
2009,74,M,Personenauto,1,283319026,,,,Leyenseweg,Rogier van der Weydenln,Anne Franklaan,De Bilt,Utrecht,W,141705,459879,52.12696214,5.193051672
2009,92,M,Scootmobiel,5,283319026,,,,Leyenseweg,Rogier van der Weydenln,Anne Franklaan,De Bilt,Utrecht,W,141705,459879,52.12696214,5.193051672
2009,49,V,Personenauto,1,283371150,,,,Havendreef,Hollandsedreef,Stedendreef,Almere,Flevoland,K,141849,485912,52.36094349,5.194142972
2009,74,V,Fiets,2,284341066,,,,Kamerlingh Onnesweg,Kamerlingh Onnesweg,Kamerlingh Onnesweg,Hilversum,Noord-Holland,K,142067,470878,52.22582814,5.19791923
2009,45,M,Fiets,2,285300001,,,,Achterdijk,Houtenseweg,Achterdijk,Bunnik,Utrecht,W,142759,450166,52.03968603,5.208791927
2009,68,M,Snorfiets,5,286375089,,,,MARKERKANT 15,MARKERKANT 15,P.Lieftinckstraat,Almere,Flevoland,K,143256,487998,52.37972336,5.214725271
2009,21,M,Personenauto,1,286376061,,,,Randstaddreef,Markerdreef,Rijnweg,Almere,Flevoland,W,143616,488184,52.38140261,5.220006112
2009,21,M,Personenauto,1,288154001,,,,Molenweg,Beverdijcken,De Vloed,Bladel,Noord-Brabant,W,144101,377291,51.38468287,5.230634641
2009,70,V,Fiets,2,288157015,,,,De Gagelvelden,De Hoeven,Kranenberg,Bladel,Noord-Brabant,K,144307,378838,51.39859229,5.233547083
2009,30,M,Bestelauto,5,288159001,,,,Heistraat,Westelbeersedijk,Hoogeind,Bladel,Noord-Brabant,W,144848,379514,51.40467861,5.241301587
2009,18,M,Personenauto,1,288326064,,,,Soestdijkerweg,Soestdijkerweg,Soestdijkerweg,Zeist,Utrecht,K,144318,463341,52.15813494,5.231101441
2009,12,M,Fiets,2,289251040,,,,Kortestraat,Kortestraat,Rijksstraatweg,Neerijnen,Gelderland,K,144865,425868,51.82133297,5.240202334
2009,23,M,Personenauto,1,292276005,,,,Rijksstraatweg,BEUSICHEMSE BROEKSTEEG,ZWARTEKADE,Geldermalsen,Gelderland,W,146415,437852,51.92907457,5.262385651
2009,49,M,Motor,4,292309010,,,,Laan van Dillenburg,Oranje Nassaulaan,Oranje Nassaulaan,Zeist,Utrecht,K,146448,454534,52.07901498,5.262449265
2009,18,M,Personenauto,1,293275002,,,,Rijksstraatweg,ZWARTEKADE,Kruisweg,Geldermalsen,Gelderland,W,146920,437266,51.92381502,5.269741576
2009,20,M,Personenauto,1,293304030,,,"70,8",RYKSWG,DRIEBERGEN 20,DRIEBERGEN 20,Utrechtse Heuvelrug,Utrecht,W,146193,452248,52.05846433,5.258788338
2009,19,V,Personenauto,1,293364001,,,,Meesweg,Maatweg,Michauxpad,Almere,Flevoland,W,147531,482149,52.32722973,5.277639925
2009,29,V,Trekker,5,294213017,,,"4,5",Helvoirtseweg,Martinilaan,John F. Kennedylaan,Vught,Noord-Brabant,W,148019,407445,51.65578738,5.286318506
2009,17,V,Snorfiets,5,294225028,,,,Helftheuvelweg,Rietveldenweg,Rietveldenweg,S Hertogenbosch,Noord-Brabant,K,147128,412559,51.70174272,5.273327086
2009,37,M,Motor,4,295237038,,,"107,9",RYKSWG,KERKDRIEL 19,ZWARTEHOF,Maasdriel,Gelderland,W,148167,418326,51.75359272,5.288243753
2009,19,M,Personenauto,1,296199002,,,,Bakhuisdreef,Kapelweg,Tongeren,Boxtel,Noord-Brabant,W,148312,400113,51.58988698,5.290692915
2009,49,V,Personenauto,1,296199002,,,,Bakhuisdreef,Kapelweg,Tongeren,Boxtel,Noord-Brabant,W,148312,400113,51.58988698,5.290692915
2009,54,M,Personenauto,1,297364036,,,"41,9",Waterlandseweg,Waterlandseweg,Waterlandseweg,Almere,Flevoland,W,149750,481675,52.32299523,5.310198196
2009,28,M,Personenauto,1,298143001,,,,Boksheidsedijk,Boksheide,Broekstraat,Eersel,Noord-Brabant,W,149392,371796,51.33536715,5.306727757
2009,68,V,Snorfiets,5,298152008,,,,Hoef,Hoef,Knegselsedijk,Eersel,Noord-Brabant,K,148999,376384,51.37660332,5.301010673
2009,61,M,Voetganger,3,299178015,,,"19,0",Rijksweg A58,OIRSCHOT,KLOOSTERS,Oirschot,Noord-Brabant,W,150164,389325,51.49293688,5.317565994
2009,41,M,Personenauto,1,299231043,,,"114,0",RYKSWG,RYKSWG,RYKSWG,S Hertogenbosch,Noord-Brabant,W,151974,413598,51.71112884,5.343419411
2009,22,M,Personenauto,1,299319002,,,"85,5",Amersfoortsestraat,Hoogte 50,Ln Blusse van Oud Alblas,Soest,Utrecht,W,149987,460077,52.12887875,5.313993673
2009,42,M,Personenauto,1,300148046,,,,Bergeyksedijk,Schadewijkstraat,Vuursteen,Eersel,Noord-Brabant,W,150432,374222,51.35718311,5.3216202
2009,48,M,Personenauto,1,300148046,,,,Bergeyksedijk,Schadewijkstraat,Vuursteen,Eersel,Noord-Brabant,W,150432,374222,51.35718311,5.3216202
2009,22,M,Personenauto,1,300205039,,,,Gestelseweg,Bosscheweg,BOXTEL-NOORD 25,Boxtel,Noord-Brabant,W,150142,402929,51.61521755,5.317060984
2009,31,M,Personenauto,1,304202001,,,,Schijndelsedijk,Langenberg,Geelderseweg,Boxtel,Noord-Brabant,W,152818,401327,51.60083462,5.35570755
2009,70,V,Personenauto,1,304278013,,,,Provincialeweg,Provincialeweg,Hoendersteeg,Buren,Gelderland,W,152716,439333,51.94244761,5.353985921
2009,46,M,Bromfiets,5,306237019,,,,HUSTENWEG,HUSTENWEG,Krommenhoek,Lith,Noord-Brabant,K,153479,418827,51.75813554,5.365172231
2009,28,M,Personenauto,1,306267004,,,,Erichemsewal,Erichemsewal,Twee Sluizen,Buren,Gelderland,K,153059,433863,51.89328317,5.359004983
2009,36,M,Personenauto,1,307220028,,,"71,0",PROVINCIALEWEG,PROVINCIALEWEG,Zuid-Willemsvaart,Sint-Michielsgestel,Noord-Brabant,W,154305,409979,51.67860721,5.377153357
2009,25,V,Personenauto,1,309157013,,,"15,4",Rijksweg A67/E34,OEIENBOSCH,Rijksweg A67/E34,Veldhoven,Noord-Brabant,W,155114,378592,51.39648213,5.388839087
2009,68,M,Motor,4,310286002,,,,Lekdijk,Rijndijk,KOLLANDSELAAN,Utrechtse Heuvelrug,Utrecht,W,156831,443475,51.97967833,5.413853842
2009,78,M,Fiets,2,311185038,,,,Hooiweg,Koppelstraat,Ringweg,Best,Noord-Brabant,K,155939,392843,51.52457877,5.400731873
2009,21,M,Personenauto,1,311303026,,,"82,2",RYKSWG,MAARSBERGEN 22,RYKSWG,Utrechtse Heuvelrug,Utrecht,W,157133,451596,52.05266982,5.418300427
2009,26,M,Personenauto,1,311303026,,,"82,2",RYKSWG,MAARSBERGEN 22,RYKSWG,Utrechtse Heuvelrug,Utrecht,W,157133,451596,52.05266982,5.418300427
2009,27,M,Personenauto,1,311303026,,,"82,2",RYKSWG,MAARSBERGEN 22,RYKSWG,Utrechtse Heuvelrug,Utrecht,W,157133,451596,52.05266982,5.418300427
2009,70,M,Personenauto,1,311321075,,,,Arnhemseweg,Arnhemseweg,Dodeweg,Leusden,Utrecht,K,155731,460640,52.13396111,5.397880184
2009,51,M,Fiets,2,312525048,,,,Workumerdijk,VISAFSLAG,Stranwei,Wunseradiel,Friesland,W,156132,562803,53.05210764,5.404088339
2009,40,M,Motor,4,314189001,,,,Bestseweg,Donderdonksedijk,Donderdonk,Sint-Oedenrode,Noord-Brabant,W,157093,394877,51.54285849,5.417372509
2009,78,M,Fiets,2,314268021,,,,Groenendaallaan,Laan van Westroijen,Laan van Westroijen,Tiel,Gelderland,K,157304,434233,51.89660737,5.420676281
2009,85,V,Personenauto,1,318404005,,,,GONDEL 19,Doodlopende weg,GONDEL 19,Lelystad,Flevoland,W,159509,502442,52.50964454,5.453621124
2009,36,M,Personenauto,1,319169115,,,,Galileistraat,Galileistraat,Marconilaan,Eindhoven,Noord-Brabant,K,159974,384585,51.45032929,5.458756665
2009,20,M,Personenauto,1,319302023,,,"85,2",BLOEMHEUVEL,BLOEMHEUVEL,BLOEMHEUVEL,Woudenberg,Utrecht,W,160126,451297,52.04996272,5.461931175
2009,82,V,Voetganger,3,320291061,,,,Koningin Wilhelminaweg,Koningin Wilhelminaweg,Holleweg,Utrechtse Heuvelrug,Utrecht,W,160139,445768,52.00026734,5.462037455
2009,44,M,Personenauto,1,321167156,,,,Boschdijk,Boschdijk,Boschdijk,Eindhoven,Noord-Brabant,K,160951,383805,51.44330865,5.472798474
2009,89,M,Fiets,2,322156008,,,,Eindhovenseweg,Koningin Julianalaan,Brederode,Waalre,Noord-Brabant,W,161151,378271,51.39356316,5.475578556
2009,46,V,Voetganger,3,322167213,,,,Boschdijktunnel,Eindje,Emmasingel,Eindhoven,Noord-Brabant,W,161132,383659,51.44199436,5.475399372
2009,19,V,Personenauto,1,322179010,,,"96,6",John F Kennedylaan,RYKSWG,KP EKKERSRIJT,Eindhoven,Noord-Brabant,W,161780,389178,51.49159529,5.484826207
2009,22,M,Motor,4,322179010,,,"96,2",John F Kennedylaan,RYKSWG,KP EKKERSRIJT,Eindhoven,Noord-Brabant,W,161982,388832,51.48848275,5.487727907
2009,76,V,Personenauto,1,322195115,,,,Eerschotsestraat,Oostelijke Randweg,Oostelijke Randweg,Sint-Oedenrode,Noord-Brabant,K,161080,397652,51.56777278,5.474894075
2009,81,V,Fiets,2,323340129,,,,Callenbachstraat,Frieswijkstraat,Frieswijkstraat,Nijkerk,Gelderland,K,161620,470316,52.2208886,5.484081799
2009,64,V,Personenauto,1,323346008,,,"38,5",Rijksweg A28,NIJKERK 9,VANENBURG,Putten,Gelderland,W,163324,473978,52.25377873,5.509108549
2009,16,V,Bromfiets,5,324258005,,,,Hoogbroekstraat,Liesbroekstraat,Nieuweweg,West Maas en Waal,Gelderland,K,162326,429256,51.8518291,5.493532269
2009,21,M,Personenauto,1,324528006,,,"110,0",RYKSWG,Rijksweg A7,BOLSWARD 17,Bolsward,Friesland,W,162577,564002,53.06282955,5.500232544
2009,75,M,Personenauto,1,325179013,,,,Eindhovenseweg,Eindhovenseweg,Esp,Eindhoven,Noord-Brabant,K,162589,389623,51.49558489,5.496484558
2009,67,V,Personenauto,1,326164101,,,,Geldropseweg,Geldropseweg,Hugo van der Goeslaan,Eindhoven,Noord-Brabant,K,163043,382475,51.43132773,5.502858695
2009,75,M,Personenauto,1,326164101,,,,Geldropseweg,Geldropseweg,Hugo van der Goeslaan,Eindhoven,Noord-Brabant,K,163043,382475,51.43132773,5.502858695
2009,75,V,Fiets,2,326185015,,,,Piet Heinlaan,Piet Heinlaan,Planetenlaan,Son en Breugel,Noord-Brabant,K,163227,392518,51.52159796,5.505739781
2009,15,M,Personenauto,1,326328001,,,,Hoevelakenseweg,Hoevelakenseweg,Van de Bleekstraat,Barneveld,Gelderland,W,163382,464173,52.16565222,5.509715078
2009,40,M,Fiets,2,326370037,,,,Edisonweg,Industrieweg,Industrieweg,Zeewolde,Flevoland,K,163280,485374,52.35620284,5.508744405
2009,17,M,Personenauto,1,327180001,,,,Hooidonk,Hooijdonk,Eikelkampen,Nuenen ca,Noord-Brabant,W,163814,389932,51.49834451,5.514132538
2009,20,M,Personenauto,1,327180001,,,,Hooidonk,Hooijdonk,Eikelkampen,Nuenen ca,Noord-Brabant,W,163814,389932,51.49834451,5.514132538
2009,70,M,Snorfiets,5,327308002,,,,Utrechtseweg,GROOT WOLFSWINKEL,Molenstraat,Renswoude,Utrecht,W,164294,454214,52.07612652,5.522772606
2009,48,M,Bromfiets,5,328172009,,,,Vorsterdijk,Europalaan,Dorenweg,Nuenen ca,Noord-Brabant,W,164461,386270,51.46541763,5.523351385
2009,21,M,Personenauto,1,329302002,,,,Emminkhuizerlaan,Biesbosserweg,BROEKERWEG,Renswoude,Utrecht,W,165278,452194,52.05795329,5.53706504
2009,24,V,Voetganger,3,330206024,,,,Julianastraat,N.C.B.-laan,N.C.B.-laan,Veghel,Noord-Brabant,K,165098,403080,51.61650471,5.533002875
2009,61,M,Personenauto,1,331525009,,,"113,6",RYKSWG,RYKSWG,NIJLAND 19,Wymbritseradiel,Friesland,W,165955,562880,53.05268904,5.55058401
2009,72,M,Fiets,2,333488066,,,,Houtdyk,Jan Jurjenssingel,SUDERGOAWEI,Gaasterlan-Sleat,Friesland,K,166703,544352,52.88617696,5.561072818
2009,40,M,Personenauto,1,334277014,,,"14,4",PROVINCIALEWEG,OCHTEN,Broekdijk,Neder-Betuwe,Gelderland,W,167144,438243,51.93252223,5.563777769
2009,37,V,Motor,4,334277137,,,,Betuwestraatweg,Betuwestraatweg,OCHTEN,Neder-Betuwe,Gelderland,K,167023,438513,51.93495168,5.562027879
2009,88,M,Voetganger,3,334289001,,,,Cuneraweg,Groot Dikkenberg,Sundertweg,Rhenen,Utrecht,W,167360,444356,51.98746211,5.567138767
2009,81,V,Personenauto,1,335328007,,,"55,4",RYKSWG,BARNEVELD 15,VOORTHUIZEN 16,Barneveld,Gelderland,W,168228,464497,52.16846937,5.580556648
2009,38,V,Personenauto,1,335415001,,,"11,4",Swifterringweg,Swifterringweg,Klokbekerweg,Lelystad,Flevoland,W,168086,508030,52.55972688,5.580177379
2009,81,V,Fiets,2,336258017,,,,Heppertsestraat,Middenweg,Noord-Zuid,West Maas en Waal,Gelderland,K,168382,429365,51.85269619,5.581433054
2009,20,M,Personenauto,1,338332031,,,,Hoofdstraat,Rietdekkerslaan,De Ruijterlaan,Barneveld,Gelderland,W,169285,466081,52.18267977,5.596073393
2009,39,M,Personenauto,1,339148003,,,,Heezerweg,Korte Vlaamseweg,Albertlaan,Heeze-Leende,Noord-Brabant,W,169969,374008,51.35507943,5.602094329
2009,78,V,Personenauto,1,339152002,,,,Somerenseweg,Somerenseweg,Somerenseweg,Heeze-Leende,Noord-Brabant,W,170699,376463,51.37712677,5.612683089
2009,55,V,Fiets,2,339364113,,,,Muziekpad,Muziekpad,Ouverturepad,Harderwijk,Gelderland,K,169581,482201,52.32755402,5.601097257
2009,88,M,Fiets,2,340364063,,,,Drielandendreef,Weisteeg,Westermeenweg,Harderwijk,Gelderland,K,170234,482442,52.3297023,5.610687156
2009,48,M,Bestelauto,5,340565002,,,,Kleaster Anjum,Kleaster Anjum,KLEASTERDIJK,Menaldumadeel,Friesland,W,170549,582928,53.23272108,5.620062934
2009,21,M,Personenauto,1,341274012,,,"144,6",Rijksweg A15,Rijksweg A15,DODEWAARD 36,Neder-Betuwe,Gelderland,W,171304,437128,51.9223939,5.624211235
2009,22,M,Personenauto,1,341274012,,,"144,6",Rijksweg A15,Rijksweg A15,DODEWAARD 36,Neder-Betuwe,Gelderland,W,171304,437128,51.9223939,5.624211235
2009,70,M,Fiets,2,343185010,,,,Lieshoutseweg,Lieshoutseweg,Orchideestraat,Laarbeek,Noord-Brabant,K,171892,392929,51.52509865,5.63060802
2009,19,M,Personenauto,1,343203001,,,,Boekelseweg,Berkensteeg,Veluwe,Veghel,Noord-Brabant,W,172230,401676,51.60371103,5.635909049
2009,22,M,Fiets,2,343275020,,,,Parallelweg,Parallelweg,Smachtkamp,Neder-Betuwe,Gelderland,K,171594,437620,51.9268075,5.628450642
2009,32,M,Personenauto,1,343308002,,,,Edeseweg,Tolhuisweg,Edeseweg,Ede,Gelderland,W,171670,454055,52.07452434,5.630356044
2009,13,V,Fiets,2,344233014,,,,Akkerwinde,De Louwstraat,De Louwstraat,Landerd,Noord-Brabant,K,172282,416719,51.73892252,5.637406531
2009,51,V,Fiets,2,344300240,,,,Hofbeeklaan,Hofbeeklaan,Nienhof,Ede,Gelderland,K,172118,450433,52.04195612,5.636708933
2009,83,V,Personenauto,1,345294011,,,"108,9",RYKSWG,RYKSWG,WAGENINGEN 24,Ede,Gelderland,W,172968,447432,52.01495611,5.648940335
2009,51,V,Motor,4,347188017,,,,BROEKDALERBAAN,Gemertseweg,Gemertseweg,Laarbeek,Noord-Brabant,K,173844,394246,51.53687451,5.658806016
2009,25,V,Personenauto,1,347287002,,,,Nijenoord Allee,Nijenoord Allee,Bornsesteeg,Wageningen,Gelderland,W,173990,443629,51.98074042,5.663616535
2009,87,V,Personenauto,1,348209006,,,,Brabantstraat,Brabantstraat,Zeelandsedijk,Uden,Noord-Brabant,K,174066,404896,51.6325945,5.6625865
2009,24,M,Motor,4,348210011,,,,Heikantstraat,Zeelandsedijk,Zeelandsedijk,Uden,Noord-Brabant,K,174272,405241,51.63568847,5.665580945
2009,60,M,Motor,4,349262004,,,"67,2",PROVINCIALEWEG,Maas en Waalweg,PROVINCIALEWEG,Beuningen,Gelderland,W,175378,431067,51.86778208,5.68307471
2009,19,M,Bestelauto,5,350467001,,,,Wrakkenweg,IJzerpad,Veneweg,Noordoostpolder,Flevoland,W,175510,534248,52.79511527,5.691281148
2009,64,M,Personenauto,1,352264004,,,,Van Heemstraweg,Geerstraat,Van Heemstraweg,Beuningen,Gelderland,W,176362,432173,51.87768614,5.697429973
2009,25,V,Personenauto,1,352318003,,,,Lage Valkseweg,Werftweg,Willinkhuizersteeg,Ede,Gelderland,W,176762,459028,52.11904435,5.704945993
2009,23,M,Personenauto,1,352563003,,,,Westergoawei,Ingelumerdyk,PROV WG,Menaldumadeel,Friesland,W,176510,581073,53.21584666,5.709207156
2009,63,M,Fiets,2,353033180,,,,John F Kennedybrug,Prins Bisschopsingel,Prins Bisschopsingel,Maastricht,Limburg,K,176888,316973,50.84218524,5.697937851
2009,30,M,Personenauto,1,353213002,,,"32,1",Nieuwedijk,Koolmeesstraat,Rogstraat,Uden,Noord-Brabant,W,176705,406611,51.64791367,5.700809827
2009,19,M,Personenauto,1,353333008,,,"72,3",PROVINCIALEWEG,PROVINCIALEWEG,Bosbergerweg,Barneveld,Gelderland,W,176817,466247,52.18392526,5.706212726
2009,53,M,Motor,4,353405016,,,,De Zuid,Dronterweg,Dronterweg,Dronten,Flevoland,K,176838,502576,52.51043093,5.708879357
2009,80,V,Fiets,2,353494020,,,,Tsjukemarwei,Tsjukemarwei,Tsjukemarwei,Skarsterlan,Friesland,K,176515,547316,52.91251078,5.707039375
2009,24,M,Personenauto,1,354161001,,,,Dijkstraat,Busselseweg,Hoekstraat,Asten,Noord-Brabant,W,177272,380759,51.4155207,5.707359833
2009,49,M,Personenauto,1,354534007,,,"14,9",Snitserdyk,Snitserdyk,De Dille,Boarnsterhim,Friesland,W,177955,567681,53.09545161,5.729884341
2009,60,V,Voetganger,3,355036115,,,,President Rooseveltlaan,President Rooseveltlaan,Prof Cobbenhagenstraat,Maastricht,Limburg,K,177787,318111,50.8523793,5.710772002
2009,39,M,Bestelauto,5,355325002,,,,Velkemeensedijk,Hazendonkweg,Breakerweg,Barneveld,Gelderland,W,177792,462481,52.15003784,5.720216081
2009,83,M,Personenauto,1,356033048,,,"262,7",RYKSWG,Europaplein,RANDWYCK 55,Maastricht,Limburg,W,178324,316306,50.83613319,5.718281233
2009,45,M,Motor,4,356158008,,,,Kanaaldijk Noord,Kanaaldijk Noord,Witvrouwenbergweg,Someren,Noord-Brabant,K,178163,379014,51.39979976,5.720053145
2009,26,M,Bromfiets,5,357040001,,,,Marienwaard,Limmelderweg,Kruisdonk,Maastricht,Limburg,W,178804,320483,50.87365904,5.725368755
2009,66,M,Fiets,2,358165003,,,,Oostappensedijk,Oostappensedijk,PROV WG,Asten,Noord-Brabant,K,179426,382913,51.43479286,5.738472182
2009,45,V,Personenauto,1,358277003,,,,Weteringsewal,Slopsestraat,Muskushouwsestraat,Overbetuwe,Gelderland,W,180046,438688,51.93609014,5.751403896
2009,29,V,Personenauto,1,359129009,,,"202,4",Rijksweg A2,NEDERWEERT 39,MEIBERG,Weert,Limburg,W,180988,363209,51.25761231,5.759488139
2009,39,M,Personenauto,1,359147003,,,"68,3",Kanaaldijk Zuid,Gezandebaan,Landbouwstraat,Someren,Noord-Brabant,W,179968,371923,51.33598483,5.745489735
2009,46,M,Personenauto,1,359147003,,,"68,3",Kanaaldijk Zuid,Gezandebaan,Landbouwstraat,Someren,Noord-Brabant,W,179968,371923,51.33598483,5.745489735
2009,25,M,Voetganger,3,359149001,,,"71,0",Kanaaldijk Zuid,Brugstraat,Gezandebaan,Someren,Noord-Brabant,W,179670,374606,51.36011428,5.741400565
2009,16,M,Snorfiets,5,359253014,,,,Bijsterhuizen,Bijsterhuizen,Bijsterhuizen,Wijchen,Gelderland,K,179867,426922,51.83034363,5.747951474
2009,66,M,Fiets,2,359452038,,,,Banterweg,Oude Espelerweg,Boslaan,Noordoostpolder,Flevoland,W,179767,526046,52.72122925,5.753775897
2009,25,M,Personenauto,1,360209001,,,"116,8",Grote Baan,GANZENWEG,ZAANPEELWEG,Sint Anthonis,Noord-Brabant,W,180043,404515,51.62893474,5.748888047
2009,26,M,Personenauto,1,360272017,,,"154,6",KP VALBURG,KP VALBURG,KP VALBURG,Overbetuwe,Gelderland,W,180929,435561,51.90794388,5.764007695
2009,29,M,Personenauto,1,362199011,,,,Zeelandsedijk,Keizersberg,De Grootstraat,Gemert-Bakel,Noord-Brabant,W,181206,399457,51.58341823,5.76530499
2009,66,V,Fiets,2,363556023,,,,D Hondecoeterstraat,Ferdinand Bolstraat,Hobbemastraat,Leeuwarden,Friesland,K,181961,578377,53.1913752,5.790579632
2009,22,V,Personenauto,1,364061056,,,,Stadhouderslaan,Negenmorgenstraat,Drossaert Everhartsstr,Stein,Limburg,W,182045,330965,50.96773391,5.772194778
2009,52,M,Bestelauto,5,364549007,,,"51,0",Waldwei,Waldwei,GOUTUM,Leeuwarden,Friesland,W,182836,574999,53.16097753,5.803378439
2009,56,M,Bestelauto,5,364549007,,,"52,6",Waldwei,Waldwei,GOUTUM,Leeuwarden,Friesland,W,184349,575560,53.1659377,5.826049537
2009,54,M,Motor,4,365298004,,,"47,3",Verlengde Arnhemseweg,BOSWEG,OOSTERBEEK 25,Ede,Gelderland,W,182773,449010,52.02873457,5.791893712
2009,39,M,Personenauto,1,365428003,,,,Ramsweg,Redeweg,ZWARTEMEERDIJK,Noordoostpolder,Flevoland,W,184251,514068,52.61336286,5.81908142
2009,75,M,Snorfiets,5,366556026,,,,Henri Dunantweg,Borniastraat,Aldlansdyk,Leeuwarden,Friesland,W,183156,578187,53.18960649,5.808441349
2009,24,M,Personenauto,1,367044004,,,,Raar,ZWARTEDALWEG,SCHIMMERTERWEG,Meerssen,Limburg,W,183577,322197,50.88884727,5.793309668
2009,16,M,Fiets,2,368169010,,,,Dr Huub van Doorneweg,Dr Huub van Doorneweg,Indumastraat,Deurne,Noord-Brabant,K,184136,384958,51.45295055,5.806374415
2009,82,M,Personenauto,1,368192001,,,,Oploseweg,Blaarpeelweg,Roelvinklaan,Gemert-Bakel,Noord-Brabant,W,184425,396382,51.55561943,5.811489423
2009,33,M,Personenauto,1,368281032,,,,Broeksingel,Grote Breeken,Voorsteeghstraat,Overbetuwe,Gelderland,W,184160,440979,51.95648103,5.811419896
2009,22,M,Motor,4,369162008,,,,Biezendreef,Loon,Willige Laagt,Deurne,Noord-Brabant,W,185245,381376,51.42069542,5.822021443
2009,70,M,Personenauto,1,369200001,,,,Gemertseweg,Eerste Stichting,Nieuweweg,Sint Anthonis,Noord-Brabant,W,185363,400941,51.59654751,5.825410015
2009,27,M,Personenauto,1,369413003,,,,Hanzeweg,Reveweg,Hanzeweg,Dronten,Flevoland,W,185781,506458,52.54488804,5.840965415
2009,24,M,Motor,4,369558007,,,,Junokade,Plutoweg,Doodlopende weg,Leeuwarden,Friesland,W,184869,578976,53.19660319,5.83414161
2009,36,M,Personenauto,1,370377007,,,"68,6",Rijksweg A28,RYKSWG,DE KRAAIENBERG,Elburg,Gelderland,W,186209,489107,52.38892771,5.845654287
2009,44,V,Personenauto,1,373028008,,,"8,3",Rijksweg,Pasveld,Provincialeweg,Margraten,Limburg,W,186980,314103,50.81591407,5.840955307
2009,63,V,Personenauto,1,373028008,,,"8,3",Rijksweg,Pasveld,Provincialeweg,Margraten,Limburg,W,186980,314103,50.81591407,5.840955307
2009,19,V,Personenauto,1,373246004,,,,Rijksweg,Jufferstraat,Nertsstraat,Heumen,Gelderland,W,186841,423135,51.7959508,5.848772618
2009,22,M,Personenauto,1,373246004,,,,Rijksweg,Jufferstraat,Nertsstraat,Heumen,Gelderland,W,186841,423135,51.7959508,5.848772618
2009,73,V,Fiets,2,374080013,,,,Holtummerweg,Oude Rijksweg Zuid,Oude Rijksweg Zuid,Echt-Susteren,Limburg,K,187071,340485,51.05304498,5.844587764
2009,35,M,Personenauto,1,375262063,,,,Prins Mauritssingel,Pastoor van Laakstraat,Prins Mauritssingel,Nijmegen,Gelderland,W,187611,430806,51.86485407,5.860658607
2009,73,M,Personenauto,1,376273001,,,,Lingestraat,Aamsepad,Kampsestraat,Overbetuwe,Gelderland,W,188504,437127,51.92161432,5.874238192
2009,19,M,Personenauto,1,377043018,,,"13,5",Rijksweg A79,KLIMMEN 5,KLIMMEN 5,Voerendaal,Limburg,W,191486,321243,50.87982297,5.905605216
2009,19,V,Voetganger,3,377231030,,,,Molenstraat,Beerseweg,Irenestraat,Cuijk,Noord-Brabant,W,188564,415696,51.72898688,5.873028101
