"ORIG_ID,N,10,0","ONG,N,10,0","UMS,N,10,0","ONGSLA,N,10,0","ONGDOD,N,10,0","ONGZKHGEW,N,10,0","ONGOVGGEW,N,10,0","ONGERNST,N,10,0","BST,N,10,0","VWD,N,10,0","BSTSLA,N,10,0","BSTDODSLA,N,10,0","BSTZKHGEW,N,10,0","BSTOVGGEW,N,10,0","BSTERNST,N,10,0","PASSLA,N,10,0","PASDODSLA,N,10,0","PASZKHGEW,N,10,0","PASOVGGEW,N,10,0","PASERNST,N,10,0","SLA,N,10,0","DODSLA,N,10,0","ZKHGEW,N,10,0","OVGGEW,N,10,0","ERNST,N,10,0","WEGING,N,10,0","XCOR,N,20,5","YCOR,N,20,5","KRAA_,C,1"
7314,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125068,606374925","483965,101072193","N"
7315,11,5,6,0,1,5,1,24,3,6,0,1,5,1,2,0,0,2,0,8,0,1,7,1,0,"124728,81043166","484333,776454231","N"
7316,3,2,1,0,0,1,0,6,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124692,483","484649,726","N"
7317,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124536,5",486442,"N"
7318,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124597,486442,"N"
7319,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124866,687455427","486525,285603431","N"
7320,5,3,2,0,0,2,0,9,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,"124509,965765089","486126,70733305","N"
7321,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"124958,923627172","486721,498843628","N"
7322,3,2,1,0,0,1,0,6,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,"124780,2305",486565,"N"
7323,3,1,2,0,1,1,1,6,0,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"124503,5","486537,5","N"
7324,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124759,490474,"N"
7325,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125284,014253445","490697,423336693","N"
7326,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125720,872880399","490290,295897639","N"
7327,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125785,586358803","490214,683307083","N"
7328,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125964,279368673","489973,332244822","N"
7329,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126113,753","489717,494","N"
7330,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125860,236034495","490147,853026462","N"
7331,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126175,642450591","489638,104233342","N"
7332,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124742,372","491263,971","N"
7333,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125015,438","492193,258","N"
7334,2,0,2,0,1,1,1,2,0,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"124934,366","491950,681","N"
7335,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124967,213764706","492045,855058824","N"
7336,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124658,622549165","500496,654770681","N"
7337,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125004,005","501058,638","N"
7338,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,"124492,900940873","501524,529164369","N"
7339,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124884,27","502359,594","N"
7340,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124913,113","502522,441","N"
7341,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"124912,78","502441,439","N"
7342,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124868,976","502567,495","N"
7343,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"124996,351","502466,199","N"
7344,2,1,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124936,554","502376,459","N"
7345,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109564,320275851","508730,211030339","N"
7346,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109575,388867926","508629,571985474","N"
7347,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109639,607535206","508030,353950467","N"
7348,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109649,877189093","507933,988020152","N"
7349,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109660,399928024","507834,788993164","N"
7350,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109668,135411819","510506,526903171","N"
7351,3,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110209,970205437","512321,157908069","N"
7352,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110291,913176604","512504,323921859","N"
7353,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110332,389791856","512595,804092096","N"
7354,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109869,210547357","511281,668106024","N"
7355,2,1,1,0,0,1,0,3,1,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"110030,283944423","511859,20902152","N"
7356,4,3,1,0,0,1,0,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110344,631669226","512593,334147542","N"
7357,3,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110467,04685265","512867,777065725","N"
7358,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110589,154762297","513141,531106027","N"
7359,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2,0,1,1,1,0,"109946,438484434","514998,218235936","N"
7360,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109327,266838926","515873,968912752","N"
7361,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109684,295","516412,288","N"
7362,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109903,599024021","516694,853972922","N"
7363,3,2,1,0,0,1,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"109977,631461783","516764,011570064","N"
7364,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110187,332768971","517109,957131356","N"
7365,3,0,3,0,0,3,0,6,0,3,0,0,3,0,1,0,0,1,0,4,0,0,4,0,0,"109815,649","518767,919","N"
7366,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"109836,941","519827,195","N"
7367,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"109753,174124878","523931,789088033","N"
7368,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,109742,524419,"N"
7369,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"110105,653","524401,194","N"
7370,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109605,438849039","524717,758990851","N"
7371,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109683,095980587","524327,062996416","N"
7372,3,2,1,0,1,0,1,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"110389,772","524870,749","N"
7373,2,0,2,0,2,0,2,2,1,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"110346,313","534722,766","N"
7374,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110507,857","536441,202","N"
7375,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"109836,721","540003,864","N"
7376,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110287,765","475664,004","N"
7377,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110134,266045976","475803,243571376","N"
7378,1,0,1,0,0,1,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"110424,331","477438,562","N"
7379,3,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124417,86112","491107,60416","N"
7380,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124353,950991269","500943,686070422","N"
7381,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124152,41824","501939,56368","N"
7382,2,0,2,0,2,0,2,2,1,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"123958,974","501853,838","N"
7383,2,1,1,0,0,1,0,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124371,439310205","502364,233948898","N"
7384,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124295,856839358","502222,309109241","N"
7385,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124289,772753722","502748,366951439","N"
7386,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124174,662970297","503012,36629703","N"
7387,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124261,162168065","503285,55997535","N"
7388,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124256,373027724","503251,164996486","N"
7389,2,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124271,533888525","503349,76902623","N"
7390,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124297,650294746","503446,260903887","N"
7391,2,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124383,820543058","503629,339297012","N"
7392,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124702,81234674","504018,540742168","N"
7393,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124764,582622198","504104,151248715","N"
7394,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124255,282381534","503352,919916063","N"
7395,3,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124365,273364045","503639,992777528","N"
7396,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124556,955124516","503881,108885985","N"
7397,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124746,817695445","504117,103218655","N"
7398,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124896,072806711","504355,442104698","N"
7399,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125024,713107927","504627,592957074","N"
7400,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125094,617875593","504813,32904624","N"
7401,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125094,862046652","504813,98598266","N"
7402,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125683,498","509749,012","N"
7403,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,124234,"525312,5","N"
7404,1,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124227,127997815","525460,630904893","N"
7406,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125098,479934839","477511,620964318","N"
7407,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124857,5",478716,"N"
7408,5,3,2,0,0,2,0,18,0,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,0,"124918,732242142","479122,079568228","N"
7409,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124736,5","479272,5","N"
7410,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124880,815584339","479712,899126141","N"
7411,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124740,248","480440,2325","N"
7412,5,2,3,0,1,2,1,10,0,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"124813,045","481813,024","N"
7413,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124558,001718705","503177,753867087","N"
7414,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125082,006955608","504713,196016929","N"
7415,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125118,586214748","504797,401924968","N"
7416,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125220,41","504861,878","N"
7417,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125224,715162911","505309,732773342","N"
7418,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125292,48147561","505382,207719512","N"
7420,3,2,1,0,1,0,1,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125112,985","543015,442","N"
7421,4,3,1,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125189,265","542956,914","N"
7422,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125276,263807339","542906,165642202","N"
7423,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125536,101","542757,094","N"
7424,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125538,967","542755,461","N"
7425,8,5,3,0,2,1,2,13,2,3,0,2,1,2,0,0,0,0,0,3,0,2,1,2,0,"126632,659","543346,681","N"
7426,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124812,299","544662,563","N"
7427,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125380,367456866","476988,010758478","N"
7428,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125244,811298601","477158,869505021","N"
7429,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125191,431253575","477337,654835311","N"
7430,3,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125095,51599972","477643,072016015","N"
7431,6,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125334,17","477581,524","N"
7432,7,7,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125335,047126697","477579,068045249","N"
7433,8,6,2,0,0,2,0,9,7,2,0,0,2,0,1,0,0,1,0,3,0,0,3,0,0,"125343,680284264","477546,476020305","N"
7434,3,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125095,035814728","477627,383903731","N"
7435,3,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125216,744010792","477655,164115469","N"
7436,6,5,1,0,0,1,0,8,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125312,360992076","477622,550989865","N"
7437,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124825,863985841","478316,793003748","N"
7438,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124822,496142354","478221,633038474","N"
7439,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124956,87949398","477961,29372826","N"
7440,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124830,488919702","478257,023996701","N"
7441,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125145,570584853","478583,213158734","N"
7442,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125138,438430092","478595,723241237","N"
7443,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125071,82672329","478450,625027779","N"
7444,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125236,677","479513,725","N"
7445,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125540,533175688","479956,352499329","N"
7446,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125164,198","480498,867","N"
7447,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110498,531","477371,657","N"
7448,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110060,248","477782,042","N"
7449,2,1,1,0,0,1,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110357,612","477513,237","N"
7450,9,7,2,0,1,1,1,11,7,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"109786,379064901","477788,169942783","N"
7451,19,15,4,0,2,2,2,29,23,6,0,3,3,3,0,0,0,0,0,6,0,3,3,3,0,"110304,417311739","478506,234031681","N"
7452,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110256,043953747","479102,464000426","N"
7453,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110275,696349424","479404,27697466","N"
7454,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110340,553422687","480405,200974754","N"
7455,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"110372,434577103","480902,16796267","N"
7456,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110470,276303658","482398,84697904","N"
7457,5,4,1,0,0,1,0,9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110159,195900291","478408,246060603","N"
7458,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110292,478711323","478278,806273567","N"
7459,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"110172,064934831","478493,732021722","N"
7460,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110571,041052951","478698,836952778","N"
7461,1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110702,833884611","478846,619102905","N"
7462,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110898,613886828","479077,283085508","N"
7463,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110296,991639729","479902,508023804","N"
7464,1,0,1,0,0,1,0,2,3,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,"110500,035920838","482998,957005246","N"
7465,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110578,080333062","484197,617977943","N"
7466,3,1,2,0,0,2,0,6,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"111030,623392195","483784,498199258","N"
7467,5,3,2,0,1,1,1,11,1,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"110376,456134471","486128,22214852","N"
7468,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110743,851028893","485799,23803227","N"
7469,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"111121,038064056","485461,821072208","N"
7470,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"111192,44780745","485397,627786819","N"
7471,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110294,567982416","486184,489980417","N"
7472,2,1,1,0,1,0,1,3,3,1,0,1,0,1,1,0,0,1,0,2,0,1,1,1,0,"110740,768844879","485784,25782701","N"
7473,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110963,996040397","485584,284045135","N"
7474,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110499,852","488807,19","N"
7475,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110412,477211093","488756,006991498","N"
7476,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110612,225962598","488962,929667124","N"
7477,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110635,25099234","488947,850925445","N"
7478,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"110802,749011337","488929,098093216","N"
7480,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110175,678","494521,837","N"
7481,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124950,45","482110,589","N"
7482,1,0,1,0,0,1,0,3,0,2,0,0,2,0,2,0,0,2,0,4,0,0,4,0,0,"124754,311892664","483389,110303503","N"
7483,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125035,464896552","483490,199241379","N"
7484,9,6,3,0,0,3,0,22,4,2,0,0,2,0,1,0,0,1,0,3,0,0,3,0,0,"124951,754967663","483434,479071884","N"
7485,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125017,5","484002,5","N"
7486,3,1,2,0,2,0,2,6,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"124966,0325","484089,256","N"
7487,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124896,5",484867,"N"
7488,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124709,"485048,5","N"
7489,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124569,"485836,5","N"
7490,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124586,936","485756,8965","N"
7491,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124636,512940835","485795,442555704","N"
7492,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124594,486037,"N"
7493,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124655,5",486442,"N"
7494,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124714,486442,"N"
7495,5,3,2,0,1,1,1,10,1,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"124540,299","485970,1695","N"
7496,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124504,519","486745,09","N"
7497,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124970,615","486566,9815","N"
7498,2,1,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"124671,964","489889,08","N"
7499,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124879,560445805","490154,87569657","N"
7500,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125038,029897582","490868,471841205","N"
7501,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125122,985849068","490813,677765986","N"
7502,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125583,828037265","490435,763035415","N"
7503,1,0,1,0,1,0,1,2,1,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"125131,694709935","490830,44856368","N"
7504,2,1,1,0,1,0,1,5,4,2,0,1,1,1,1,0,1,0,1,3,0,2,1,2,0,"125976,824349652","489983,984225881","N"
7505,2,1,1,0,0,1,0,6,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,"124773,264","491582,037","N"
7506,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"124837,548865979","491091,972948454","N"
7507,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125004,296","492138,944","N"
7508,4,0,4,0,1,3,1,7,3,5,0,1,4,1,0,0,0,0,0,5,0,1,4,1,0,"124776,846","501014,1725","N"
7509,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124778,221","501004,5025","N"
7510,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124703,835638246","501048,958718056","N"
7511,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124635,089162367","501066,046851559","N"
7512,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124775,101132695","501735,136149012","N"
